"input_id","session_number","language","self_rating"
"461","288","English","5"
"462","289","English","5"
"463","289","Spanish","2"
"464","290","English","5"
"465","291","English","5"
"466","292","English","5"
"467","293","English","5"
"468","293","French","3"
"469","294","English","5"
"470","295","English","5"
"471","296","English","5"
"472","297","English","5"
"473","298","English","5"
"474","299","English","5"
"475","300","English","5"
"476","300","Lithuanian","5"
"477","302","English","5"
"478","303","English","5"
"479","304","English","5"
"480","305","English","1"
"481","306","English","5"
"482","306","French","2"
"483","306","Spanish","1"
"484","308","English","4"
"485","309","English","4"
"486","310","English","4"
"487","311","English","5"
"488","312","English","5"
"489","313","English","4"
"490","314","English","5"
"491","315","English","5"
"492","316","English","5"
"493","316","Spanish","2"
"494","316","Italian","1"
"495","316","French","1"
"496","316","Welsh","1"
"497","317","English","5"
"498","317","french","5"
"499","318","English","5"
"500","319","English","5"
"501","319","Hindi","5"
"502","319","Punjabi","3"
"503","319","Urdu","3"
"504","320","English","5"
"505","321","English","5"
"506","322","English","5"
"507","323","English","5"
"508","323","spanish","1"
"509","324","English","5"
"510","324","Spanish","4"
"511","324","Portuguese","1"
"512","325","English","5"
"513","326","English","4"
"514","327","English","5"
"515","328","English","4"
"516","329","English","5"
"517","330","English","5"
"518","330","German","1"
"519","331","English","5"
"520","331","French","4"
"521","332","English","5"
"522","333","English","5"
"523","334","English","5"
"524","334","French","4"
"525","334","German","4"
"526","334","Norwegian","1"
"527","335","English","5"
"528","336","English","5"
"529","336","Spanish","3"
"530","337","English","5"
"531","338","English","5"
"532","339","English","2"
"533","340","English","5"
"534","340","polish","1"
"535","341","English","5"
"536","341","Mandarin","4"
"537","342","English","5"
"538","342","Spanish","2"
"539","342","Italian","1"
"540","343","English","5"
"541","344","English","5"
"542","344","swedish","2"
"543","344","korean","1"
"544","345","English","5"
"545","346","English","5"
"546","346","italian","2"
"547","346","French","1"
"548","347","English","5"
"549","347","French","1"
"550","347","Spanish","1"
"551","349","English","5"
"552","349","Cantonese","1"
"553","350","English","5"
"554","350","German","2"
"555","351","English","1"
"556","351","spanish","4"
"557","352","English","5"
"558","352","spanish","2"
"560","354","English","5"
"561","355","English","5"
"562","356","English","5"
"563","358","English","5"
"564","357","English","4"
"565","357","mandarin","4"
"566","357","Malay","2"
"567","357","spanish","2"
"568","359","English","5"
"569","359","Spanish","1"
"570","360","English","5"
"571","360","french","2"
"572","360","spainish","1"
"573","361","English","5"
"574","362","English","5"
"575","364","English","5"
"576","365","English","5"
"577","365","french","2"
"578","366","English","5"
"579","368","English","5"
"580","368","French","2"
"581","369","English","5"
"582","369","Spanish","4"
"583","370","English","4"
"584","371","English","5"
"585","371","Somali","2"
"586","372","English","5"
"587","373","English","5"
"588","374","English","5"
"589","374","Spanish","3"
"590","376","English","5"
"591","377","English","1"
"592","378","English","5"
"593","378","Malay","3"
"594","380","English","5"
"595","380","French ","1"
"596","380","Latin ","1"
"597","381","English","5"
"598","381","french","3"
"599","381","german","1"
"600","382","English","5"
"601","382","Chinese","5"
"602","382","Spanish","2"
"603","382","Korean","1"
"604","383","English","5"
"605","384","English","5"
"606","384","french","2"
"607","385","English","5"
"608","386","English","5"
"609","387","English","5"
"610","387","Mandarin","3"
"611","388","English","5"
"612","388","Spanish","2"
"613","389","English","5"
"614","390","English","5"
"615","391","English","5"
"616","392","English","5"
"617","393","English","4"
"618","394","English","5"
"619","394","Spanish","4"
"620","394","French","1"
"621","395","English","5"
"622","396","English","5"
"623","397","English","5"
"624","397","German","2"
"625","397","Spanish","1"
"626","398","English","4"
"627","398","Urdu","3"
"628","398","Gujarati","2"
"629","399","English","5"
"630","399","French","2"
"631","399","Spanish","3"
"632","400","English","5"
"633","401","English","5"
"634","402","English","5"
"635","402","French","1"
"636","403","English","5"
"637","403","Welsh","3"
"638","404","English","1"
"639","405","English","5"
"640","406","English","5"
"641","407","English","5"
"642","408","English","5"
"643","411","English","5"
"644","412","English","5"
"645","412","German","2"
"646","412","French","2"
"647","412","Latin","1"
"648","413","English","5"
"649","413","Chinese","1"
"650","414","English","5"
"651","414","Polish","5"
"652","414","German","2"
"653","415","English","5"
"654","416","English","5"
"655","417","English","5"
"656","418","English","5"
"657","418","hindi","5"
"658","418","french","3"
"659","419","English","5"
"660","419","Spanish","1"
"661","420","English","5"
"662","421","English","5"
"663","421","French","3"
"664","421","Spanish","1"
"665","422","English","5"
"666","423","English","5"
"667","423","Spanish","1"
"668","424","English","5"
"669","425","English","5"
"670","426","English","5"
"671","426","French","1"
"672","427","English","5"
"673","427","French","3"
"674","427","Spanish","1"
"675","428","English","5"
"676","429","English","5"
"677","429","French","3"
"678","429","Spanish","1"
"679","429","Italian","1"
"680","430","English","5"
"681","430","Yoruba","5"
"682","430","Swedish","1"
"683","431","English","5"
"684","432","English","5"
"685","433","English","5"
"686","434","English","5"
"687","435","English","5"
"688","435","french","1"
"689","436","English","5"
"690","436","Polish","4"
"691","436","German","2"
"692","437","English","5"
"693","437","Japanese","1"
"694","438","English","5"
"695","439","English","5"
"696","440","English","5"
"697","441","English","5"
"698","441","German","3"
"699","441","French","3"
"700","441","BSL","3"
"701","442","English","5"
"702","444","English","5"
"703","445","English","5"
"704","446","English","5"
"705","446","Portuguese","2"
"706","447","English","5"
"707","448","English","5"
"708","449","English","5"
"709","449","Spanish","1"
"710","450","English","5"
"711","451","English","5"
"712","451","Spanish","2"
"713","452","English","5"
"714","452","French","1"
"715","452","Spanish","2"
"716","453","English","5"
"717","453","French","2"
"718","455","English","5"
"719","456","English","5"
"720","457","English","5"
"721","458","English","5"
"722","459","English","5"
"723","460","English","5"
"724","462","English","5"
"725","462","Spanish","1"
"726","463","English","5"
"727","466","English","5"
"728","467","English","5"
"729","467","Hebrew","4"
"730","467","Romanian","3"
"731","467","Spanish","2"
"732","468","English","5"
"733","469","English","5"
"734","470","English","5"
"735","470","spanish","2"
"736","471","English","5"
"737","472","English","5"
"738","472","french","1"
"739","473","English","5"
"740","473","Norsk","1"
"741","474","English","5"
"742","475","English","5"
"743","476","English","5"
"744","476","french","1"
"745","478","English","5"
"746","477","English","5"
"747","477","Portuguese","5"
"748","477","Spanish","3"
"749","477","French","3"
"750","479","English","5"
"751","480","English","5"
"752","481","English","5"
"753","482","English","5"
"754","482","Swahilo","4"
"755","483","English","5"
"756","484","English","5"
"757","484","French","2"
"758","485","English","5"
"759","485","French","1"
"760","486","English","5"
"761","488","English","5"
"762","489","English","5"
"763","491","English","5"
"764","492","English","5"
"765","493","English","5"
"766","493","japanese","1"
"767","493","french","2"
"768","494","English","3"
"769","494","Portuguese","5"
"770","494","Spanish","3"
"771","494","French","2"
"772","495","English","4"
"773","496","English","5"
"774","497","English","3"
"775","498","English","5"
"776","499","English","5"
"777","500","English","5"
"778","501","English","4"
"779","502","English","5"
"780","504","English","5"
"781","503","English","5"
"782","503","French","1"
"783","505","English","5"
"784","506","English","5"
"785","506","French","1"
"786","506","Spanish","1"
"787","506","Italian","1"
"788","507","English","5"
"789","507","Irish","4"
"790","508","English","3"
"791","509","English","4"
"792","510","English","5"
"793","511","English","5"
"794","511","French","1"
"795","511","Spanish","1"
"796","512","English","5"
"797","512","french","2"
"798","513","English","5"
"799","514","English","5"
"800","514","French","1"
"801","515","English","5"
"802","515","Spanish","5"
"803","515","Portuguese","3"
"804","516","English","5"
"805","516","german","2"
"806","517","English","5"
"807","517","german","2"
"808","518","English","5"
"809","518","German","3"
"810","519","English","5"
"811","520","English","5"
"812","520","French","3"
"813","520","Mandarin","1"
"814","521","English","5"
"815","521","french","1"
"816","521","spanish","1"
"817","522","English","5"
"818","522","Korean","2"
"819","522","Chinese","1"
"820","525","English","5"
"821","525","French","3"
"822","526","English","5"
"823","527","English","5"
"824","528","English","3"
"825","528","Vietnamese","1"
"826","529","English","5"
"827","529","Korean","3"
"828","529","Chinese","1"
"829","530","English","5"
"830","530","German","3"
"831","530","Dutch","2"
"832","531","English","4"
"833","532","English","5"
"834","535","English","5"
"835","534","English","1"
"836","536","English","5"
"837","536","Tamil","4"
"838","537","English","2"
"839","537","english ","4"
"840","538","English","5"
"841","539","English","5"
"842","539","French","4"
"843","539","German","3"
"844","540","English","5"
"845","541","English","5"
"846","542","English","5"
"847","542","Spanish","1"
"848","543","English","4"
"849","544","English","5"
"850","544","Afrikaans","5"
"851","544","German","3"
"852","544","French","3"
"853","544","Dutch","3"
"854","545","English","5"
"855","545","French","2"
"856","547","English","5"
"857","548","English","5"
"858","548","French","4"
"859","548","Italian","1"
"860","548","Spanish","1"
"861","548","German","1"
"862","549","English","5"
"863","549","Spanish","5"
"864","550","English","5"
"865","551","English","5"
"866","551","French","1"
"867","551","Irish","1"
"868","552","English","5"
"869","552","Spanish","2"
"870","554","English","5"
"871","554","French (Canadian)","5"
"872","554","Japanese","1"
"873","554","American Sign Language","3"
"874","555","English","5"
"875","555","French","1"
"876","556","English","5"
"877","556","french","3"
"878","556","Mandarin","1"
"879","557","English","5"
"880","557","Spanish","2"
"881","558","English","5"
"882","559","English","5"
"883","559","French","3"
"884","559","Spanish","1"
"885","560","English","5"
"886","561","English","5"
"887","565","English","5"
